Company Numebr,CurrentRatio,QuickRatio,CashRatio,WorkingCapital,InterestCoverageRatio,CurrentLiabilityCoverage,CurrentLiabilityCoverage,AssetLiabilityRatio,LiabilityToTangibleAsset,LiabilityToTangibleAsset,LiabilityToTangibleAsset,LiabilityToTangibleAsset,LiabilityToTangibleAsset,ROA,NetProfitToCurrentAssetA,NetProfitToFixedAssetA,ROEA,EBIT,EBTAT,EBITToAsset,ReturnOnInvestedCapital,ReturnOnLongTermInvested,OperatingMarginRatio,OperatingCostRatio,OperatingProfiToRevenue,OperatingNetProfiToRevenue,GrossCostRatio,ManagementExpenseRate,FinancialExpenseRate,PeriodExpenseRate,ProfitToCost,ImpairmentLossToRevenue,EBITDAToRevenue,EBITToRevenue,ROEParentA,OperatingIncomeCashRatioA,OperatingIncomeCashRatioB,EquityAppreciationRatioA,EquityGrowthRatioA,FixedAssetsGrowthA,AssetsGrowthA,ReceivablesToIncome,ReceivableTurnoverA,InventoryTurnoverA,CurrentAssetToIncome,CurrentAssetTurnoverA,FixedAssetToIncome,FixedAssetTurnoverA,NoncurrentAssetTurnoverA,CapitalIntensity,AssetTurnoverA,EequityTurnoverA,labels
7726,1.496806,1.331138,0.192442,37267551.95,9.632111,0.022436,1.659849,0.608712,0.633057,2.555665,1.555665,0,0,0.069506,0.067256,2.899984,0.156607,9766427.16,8426460.259,0.079251,0.110924,0.220988,0.248403,0.751597,0.071354,0.062212,0.96442,0.149792,0.008353,0.204954,0.075381,0.003249,0.097253,0.080459,0.158188,0.987291,0.013865,1.200446,0.200446,-0.303048,0.242334,0.43,2.325582,0.102381,8.408486,0.92501,1.081069,0.021453,46.614179,11.082729,1.015241,0.984988,0
7727,1.947393,1.65861,0.291622,38897053.16,4.162832,-0.141107,-2.102335,0.458756,0.467149,1.847595,0.847595,0.206153,0.466246,0.088907,0.109011,0.538617,0.124805,11471556.71,11471556.71,0.088907,0.097704,0.137123,0.404071,0.595929,0.184162,0.192087,0.817836,0.090427,0.060733,0.192631,0.232656,0.023187,0.329357,0.25282,0.124805,0.401809,-0.127681,1.142602,0.142602,-0.083877,0.151478,1.090742,0.916807,0.261305,3.789691,1.762095,0.567506,0.356631,2.80402,0.924602,2.843641,0.351662,0
7729,0.951343,0.906308,0.158214,-566766.51,1.667583,-0.118034,-5.31743,0.645292,0.951829,2.819223,1.819223,0,0,0.012606,-0.002799,-0.04771,-0.004844,431177.38,-77468.82439,0.023886,0.035539,0.067178,0.210728,0.789272,-0.040461,-0.001487,1.055841,0.212358,0.012396,0.260817,0.007881,0.005101,0.030757,0.020672,-0.004844,1.126221,-0.065916,0.99518,-0.00482,-0.039043,0.78732,0.337238,2.965268,0.02515,11.318139,0.531273,1.882273,0.031164,32.088045,2.992752,0.865413,1.155517,0
7730,1.618814,1.346211,0.163661,7056835.91,8.430736,0.009466,0.495109,0.488624,0.491374,1.955507,0.955507,0.017546,0.03078,0.083489,0.095749,1.032989,0.145336,1838192.4,2005469.284,0.07729,0.102461,0.163799,0.502209,0.497791,0.039745,0.082593,1.035652,0.437279,0.010188,0.522962,0.074164,0.003583,0.120995,0.085891,0.161597,1.09426,0.005044,1.254534,0.254534,0.079242,0.422617,0.451791,2.213415,0.145258,11.466922,0.862593,1.159296,0.079955,12.507037,4.020908,1.111293,0.899853,0
7731,2.880917,2.880917,0.874708,7118600.95,408.147828,-0.597597,330.386671,0.340686,0.340686,1.516727,0.516727,0,0,-0.251709,-0.255829,-14.108731,-0.380839,-2794012.69,-2796212.74,-0.251511,-0.381773,-0.320453,0.427694,0.572306,-0.119376,-0.153044,1.12394,0.499804,-0.000376,0.550788,-0.136163,-0.000803,-0.145786,-0.153299,-0.380839,1.033136,-0.124092,0.724198,-0.275802,-0.284141,-0.214246,0.043151,23.174445,0,5.50554,0.598229,1.6716,0.010847,92.187352,88.620826,0.609513,1.640654,0
7732,6.840085,6.840085,0.189898,98964661.83,5929.050336,-0.171511,-798.864255,0.145276,0.145276,1.169969,0.169969,0,0,0.154017,0.154961,36.603692,0.180158,21570774.48,17964657.57,0.184927,0.180195,0.237647,0.527912,0.472088,0.205015,0.170099,0.819376,0.166284,3.40E-05,0.335545,0.252892,0.006575,0.206668,0.204278,0.180158,0.840139,-0.027524,1.218257,0.218257,-0.32936,0.254636,0.476103,2.100385,0,32.814279,1.097687,0.911007,0.004647,215.190566,143.771075,1.104642,0.90527,0
7733,0.142587,0.10839,0.099739,-70385910.33,1.091249,0.245444,1.643257,0.837354,0.837354,6.148313,5.148313,0.76397,-1.974827,0.049449,0.067913,0.007993,0.018511,13380311.37,9506647.025,0.050676,0.063398,0.074316,0.324243,0.675757,0.014588,0.010522,0.995366,0.127903,0.1623,0.290203,0.015332,0.006294,0.299093,0.17711,0.018511,1.07244,0.266701,1.01886,0.01886,-0.057476,0.008339,0,88.751197,0.037158,9.227018,0.154936,6.454285,1.316458,0.759614,0.299402,3.494931,0.286129,0
7734,1.125326,1.125326,0.035995,1745793.49,11.734879,0.378273,6.676017,0.456542,0.46717,1.84007,0.84007,0.210906,3.723235,0.159293,0.40438,0.343991,0.260655,9262320.26,6929498.744,0.206981,0.231292,0.357619,0.692324,0.307676,0.489751,0.365289,0.546317,0.174156,0.045484,0.233477,0.902267,3.30E-05,0.617922,0.533748,0.260655,1.072628,0.303651,1.432202,0.432202,-0.016591,0.525836,0,88.751197,0,34.608509,0.903332,1.107013,1.061914,0.941696,0.596876,2.578723,0.387789,0
7735,1.859548,1.468836,0.08047,11177786.67,16.839018,-0.281959,-20.164278,0.535497,0.535497,2.152837,1.152837,0,0,0.089757,0.082618,34.317624,0.177112,3062007.12,2124004.672,0.126089,0.193233,0.295217,0.33883,0.66117,0.108091,0.074983,0.891909,0.20539,0.006825,0.231049,0.121155,-0.000631,0.115365,0.114921,0.181123,0.935194,-0.137615,1.215233,0.215233,0.701183,0.228238,0.583876,1.712692,0.190694,25.461475,0.907586,1.101824,0.002185,457.673394,260.097604,0.911431,1.097176,0
7736,1.363313,1.35791,0.239179,6666451.65,2.119035,-0.232534,-16.735985,0.624726,0.626037,2.664721,1.664721,0.024643,0.042419,0.01723,0.01035,0.059022,0.023133,540241.15,490276.3634,0.018114,0.026385,0.047226,0.262411,0.737589,0.003443,0.003792,0.997203,0.183445,0.003734,0.261718,0.004182,-0.002576,0.046382,0.007913,0.023133,1.050399,-0.062494,1.023681,0.023681,-0.341617,0.349827,0.154304,6.480711,0.001452,15.55691,0.366394,2.729301,0.06425,15.564221,14.198786,0.436823,2.289258,0
7737,4.942556,4.942556,0.816329,9395530.16,16.613946,-0.344349,-11.08061,0.317145,0.317145,1.464439,0.464439,0.16492,0.187645,0.082452,0.085228,0.808344,0.112451,1230414.52,1068158.176,0.094117,0.084942,0.129865,0.368217,0.631783,0.07205,0.062412,1.026929,0.326807,0.004604,0.387644,0.070523,0.037133152,0.12582,0.076497,0.112451,0.892882,-0.05102,1.126698,0.126698,-0.384534,0.363324,0.398885,2.506988,0,8.26792,0.732302,1.365556,0.07721,12.951657,12.423625,0.812794,1.230324,0
7738,1.53186,1.36749,0.010554,17552906.86,19.008777,-0.240488,-27.524263,0.591478,0.591596,2.447847,1.447847,0,0,0.092459,0.096341,1.123516,0.213675,5481307.88,5141057.134,0.098236,0.19365,0.280702,0.342643,0.657357,0.098355,0.095873,0.901645,0.150521,0.005676,0.200189,0.119198,0.037596,0.117741,0.107894,0.213675,0.641462,-0.156228,1.42431,0.42431,0.058187,0.963047,0.790358,1.26525,0.106779,145.848528,0.995141,1.004882,0.085333,11.718793,9.692272,1.098316,0.910484,0
7739,1.145499,0.872386,0.151278,4730357.22,4.212323,-0.04911,-1.167288,0.614481,0.638298,2.593906,1.593906,0.14232,0.79866,0.099773,0.121489,0.394985,0.198724,5761625.27,5932918.186,0.097561,0.140341,0.236254,0.239346,0.760654,0.198967,0.23083,1.045873,0.165766,0.069783,0.255542,0.220593,0.018516,0.383496,0.293948,0.207862,0.736837,-0.081457,1.320387,0.320387,0.00571,0.667562,0.739166,1.352876,0.453005,3.985311,1.900008,0.526313,0.584401,1.711154,0.898496,3.012979,0.331897,0
7740,1.792758,1.615919,0.063492,34165229.1,26.561835,-0.143683,-29.201726,0.529261,0.529621,2.124319,1.124319,0,0,0.063173,0.063835,2.569836,0.128668,5632467.87,5124949.674,0.069171,0.130784,0.157045,0.292893,0.707107,0.035261,0.053963,0.965615,0.155674,0.00232,0.238033,0.062749,0.015905,0.065428,0.061627,0.133696,0.607831,-0.067751,1.147668,0.147668,2.025908,-0.144896,0.647766,1.543767,0.083386,33.401883,0.845347,1.182946,0.020998,47.622507,21.938064,0.89093,1.122423,0
7741,3.609663,2.920941,0.381831,41219810.55,46.666765,-0.680117,-175.632884,0.2556,0.255904,1.343364,0.343364,0,0,0.039636,0.041887,0.688216,0.051915,2854347.95,2440450.007,0.04619,0.053245,0.086396,0.248332,0.751668,0.030547,0.046788,0.978768,0.172929,0.001198,0.222232,0.05619,-0.000846,0.073017,0.055922,0.051915,0.880022,-0.210464,2.291433,1.291433,0.341133,1.317228,0.287962,3.472684,0.213127,8.463211,1.117018,0.895241,0.067984,14.709248,10.67573,1.210689,0.825976,0
7742,4.300318,3.878592,0.492114,72085450.76,64.778531,0.407859,31.343336,0.196913,0.206224,1.245195,0.245195,0.042481,0.066937,0.116522,0.164978,0.467229,0.14248,18411450.64,15738902.47,0.135952,0.138929,0.173724,0.545735,0.454265,0.286515,0.256408,0.778515,0.186073,0.004703,0.293801,0.400964,0.014822,0.343576,0.30465,0.14248,0.776507,0.147406,1.166153,0.166153,0.859181,0.142164,0.812356,1.230987,0.152418,5.622496,1.554197,0.643419,0.548784,1.82221,1.456302,2.240868,0.446256,0
7743,2.558992,0.776118,0.333852,6186348.87,128.373474,-2.141558,123.80049,0.131435,0.131435,1.151324,0.151324,0.007819,0.035238,-0.275228,-0.856492,-0.522131,-0.314395,-8811977.63,-8765547.117,-0.276674,-0.314399,-0.273408,0.460147,0.539853,-0.700478,-0.696787,1.700478,0.431081,-0.005499,1.126512,-0.420363,0.014048,-0.637079,-0.705977,-0.314395,1.175328,-0.680828,0.760806,-0.239194,2.145984,-0.194942,0.054853,18.230705,0.566798,9.421903,0.813536,1.229202,1.334505,0.749342,0.575334,2.551656,0.391902,0
7744,14.187468,4.878587,2.262783,19825238.34,3.597666,-2.257593,71.207276,0.06213,0.066239,1.066246,0.066246,0,0,-0.007087,-0.005805,-0.113314,-0.005456,-171474.36,-171474.36,-0.007087,-0.007556,-0.007536,0.428647,0.571353,-0.045895,-0.007875,1.045895,0.345744,-0.003032,0.463601,-0.007609,0.007246,0.048344,-0.010907,-0.005456,1.237757,-0.215873,0.994574,-0.005426,-0.238607,-0.079946,0.207742,4.813671,0.890121,4.621737,1.356615,0.737129,0.069498,14.388899,5.481778,1.539038,0.649757,0
7745,3.375415,3.375415,0.596052,32036183.2,36.982037,0.313459,18.294218,0.205786,0.205957,1.259107,0.259107,0,0,0.110539,0.154061,0.399616,0.13474,8545912.95,7208170.106,0.130399,0.129247,0.175865,0.482661,0.517339,0.160334,0.150806,0.842689,0.243659,0.004969,0.248628,0.233422,0.066157,0.22179,0.183762,0.13474,0.954409,0.090903,1.155722,0.155722,-0.075199,0.069573,0.730453,1.369013,0,5.78518,0.978873,1.021583,0.377376,2.649876,2.32363,1.409234,0.709605,0
7746,2.108494,2.108494,1.046552,10388646.68,18.662221,0.018912,-2.122799,0.47023,0.47023,1.887611,0.887611,0.001646,0.001679,-0.078232,-0.074826,-11.066417,-0.139779,-1558218.98,-1562315.488,-0.078038,-0.147429,-0.137312,0.26624,0.73376,-0.021765,-0.021823,1.022167,0.210928,-0.001232,0.287347,-0.021316,-0.000377,-0.022131,-0.022998,-0.118511,1.074572,0.002616,0.877363,-0.122637,0.376651,-0.050259,0.137222,7.287471,0,6.908069,0.291645,3.428823,0.001972,507.106734,327.397294,0.2947,3.393285,0
7747,1.388437,1.178203,0.001386,14544855.53,0.648452,0.125243,0.953781,0.643222,0.657716,2.802863,1.802863,0.44504,2.062585,0.028914,-0.036261,-0.069113,-0.050393,3188400.43,3477374.893,0.030408,0.032113,0.05658,0.303124,0.696876,-0.070862,-0.072192,1.077743,0.128629,0.18829,0.335951,-0.064089,0.02869,0.188948,0.122097,-0.050393,0.540224,0.179588,0.952024,-0.047976,-0.054687,0.015871,1.159307,0.862584,0.301456,503.258958,1.990891,0.502288,1.044559,0.957342,0.49397,4.015306,0.249047,0
7748,1.317773,0.911224,0.069271,6044368.19,-3.246437,-0.379189,-22.568445,0.731703,0.731703,3.727212,2.727212,0.040748,0.049791,-0.030981,-0.045389,-1.109905,-0.16058,-1037517.7,-869774.3638,-0.03929,-0.076782,-0.134059,0.271866,0.728134,-0.044445,-0.037896,1.044445,0.184498,0.010645,0.30022,-0.043958,0.009434,-0.029146,-0.034559,-0.16058,1.034383,-0.240246,0.875468,-0.124532,0.767653,0.643637,0.355057,2.816449,0.25758,22.785029,0.834911,1.197733,0.034143,29.288421,22.379561,0.879594,1.136888,0
7749,1.149156,0.896783,0.385244,7330621.77,-55.112353,0.085657,40.59031,0.84244,0.842935,6.346785,5.346785,0,0,-0.09878,-0.103871,-3.210887,-0.638216,-5715964.44,-5761902.171,-0.097978,-0.626933,-0.471413,0.059604,0.940396,-0.039195,-0.030563,1.039195,0.039207,0.00054,0.079441,-0.029729,0.018698,-0.028088,-0.029779,-0.638216,1.064147,0.021932,0.61042,-0.38958,1.683065,0.344487,0.091644,10.911773,0.064619,10.137861,0.294237,3.398623,0.009518,105.058749,103.123667,0.303934,3.290189,0
7750,2.816351,2.432737,0.792622,18815590.76,172.277076,0.473209,133.547088,0.316701,0.316701,1.463489,0.463489,0,0,0.189251,0.210921,1.837342,0.275325,6323600.64,6189455.591,0.193329,0.254218,0.328102,0.544192,0.455808,0.111213,0.227358,0.96599,0.44178,0.001356,0.492753,0.244882,0.003702,0.243383,0.233642,0.275325,0.626037,0.181116,1.379929,0.379929,6.133048,0.596374,0.535322,1.868035,0.146824,3.296327,1.07793,0.927704,0.123743,8.081279,7.657548,1.20852,0.827458,0
7751,4.528051,3.100999,0.243988,51461527.22,5.325154,0.127937,5.011929,0.207961,0.208262,1.262563,0.262563,0,0,0.030491,0.026743,0.481255,0.031794,1982767.93,2174672.841,0.028269,0.035859,0.036181,0.407163,0.592837,0.004718,0.032464,1.02426,0.281849,0.006844,0.436219,0.028764,-0.01392,0.058287,0.036443,0.031199,1.198114,0.034299,1.02787,0.02787,0.312335,-0.002924,0.526091,1.900813,0.382587,15.287659,1.213953,0.823755,0.067458,14.824125,13.295179,1.289168,0.775694,0
7752,0.496449,0.469171,0.247539,-86042575.18,-0.886415,0.260668,6.181944,0.912722,0.923465,11.457606,10.457606,0.681685,-0.511406,-0.027046,-0.159995,-0.092957,-0.660538,-6386598.28,-6377492.631,-0.027128,-0.030137,-0.075621,0.137356,0.862644,-0.24733,-0.237644,1.273589,0.20506,0.126156,0.403004,-0.188033,0.001781,0.385816,-0.111827,-0.698462,1.316772,0.779892,0.639713,-0.360287,0.16481,-0.030058,0.143904,6.949084,0.081612,1.350234,1.485325,0.673253,2.556484,0.391162,0.379245,4.122144,0.242592,0
7753,1.323269,0.89545,0.043813,19066687.71,3.841367,0.069787,1.760234,0.560737,0.560737,2.276538,1.276538,0,0,0.082167,0.080775,0.248298,0.136445,8982518.59,8523037.205,0.085398,0.130322,0.208645,0.251715,0.748285,0.048095,0.047466,0.953099,0.107801,0.017606,0.20341,0.052564,-0.001885,0.10384,0.06763,0.136469,1.054623,0.03099,1.158004,0.158004,-0.139224,-0.030271,0.280163,3.569349,0.189983,51.398097,0.587629,1.701755,0.191164,5.231101,4.894334,0.791947,1.262711,0
7754,2.471475,1.650287,0.37166,21735744.26,45.06938,-0.061965,-4.978122,0.369898,0.370063,1.587044,0.587044,0.082771,0.123442,0.153993,0.194008,0.67693,0.23821,8286725.2,7243378.53,0.175613,0.224165,0.315591,0.604531,0.395469,0.268459,0.234519,0.745827,0.164922,0.006088,0.322457,0.373715,0.017513,0.289719,0.274388,0.23821,1.014654,-0.030307,1.785737,0.785737,0.029827,0.789332,0.577225,1.732427,0.401648,5.501113,1.208814,0.827257,0.346445,2.886459,2.827736,1.562454,0.640019,0
7755,1.135843,0.818536,0.214407,2580315.57,11.846848,0.22879,8.769603,0.582229,0.583115,2.393656,1.393656,0.236675,2.10639,0.124314,0.218798,0.234872,0.269296,5870780.56,5155808.679,0.139916,0.172434,0.302422,0.368485,0.631515,0.146182,0.128379,0.851631,0.16354,0.013477,0.207497,0.174231,0.004137,0.224211,0.159659,0.269296,1.090707,0.118187,1.368543,0.368543,0.247651,0.253692,0.238544,4.192099,0.163913,9.028788,0.586747,1.704313,0.546591,1.829521,1.803882,1.141107,0.876342,0
7756,2.929723,2.460509,0.822836,16985572.29,-171.681297,0.060887,-20.289312,0.322873,0.323017,1.476827,0.476827,0,0,0.161516,0.171773,3.332682,0.239962,4534863.61,4403977.836,0.166345,0.238531,0.288022,0.630897,0.369103,0.1498,0.146184,0.889098,0.341794,-0.000872,0.488495,0.175524,0.016971,0.162366,0.149657,0.239962,0.889039,0.017686,1.4167,0.4167,0.653693,0.551738,0.454002,2.202636,0.136298,4.183779,0.851029,1.175048,0.043864,22.797854,20.5559,0.899677,1.11151,0
7757,0.918605,0.710423,0.138215,-3370621.29,0.87109,-0.157154,-5.999501,0.742328,0.765405,3.880906,2.880906,0.285898,-1.98293,0.011969,-0.00813,-0.105185,-0.018525,944902.56,2089724.899,0.014584,0.016197,0.046174,0.230633,0.769367,-0.024762,-0.004857,1.036381,0.168947,0.017036,0.252949,-0.002148,0.005987,0.03022,0.01484,-0.018525,1.079043,-0.10221,0.981812,-0.018188,0.032175,0.813164,0.192436,5.19652,0.135398,11.124393,0.597444,1.673796,0.046176,21.656372,2.380373,1.017547,0.982756,0
7758,7.257185,5.770922,0.910691,14198664.24,29.588655,-5.12958,692.264,0.087819,0.132392,1.096274,0.096274,0,0,-0.017403,-0.026285,-1.170039,-0.018365,-497512.23,-447999.4806,-0.019254,-0.019078,-0.023372,0.343137,0.656863,-0.128761,-0.027331,1.128761,0.355537,-0.001062,0.440489,-0.027659,0.030467,0.046946,-0.031414,-0.018365,0.579808,-0.734967,1.240339,0.240339,0.05015,0.222584,0.647699,1.543927,0.212952,7.663779,1.03981,0.961714,0.023359,42.809203,1.689967,1.631538,0.612919,0
7759,1.677428,1.43354,0.05663,14891744.7,49.433751,-0.211123,-33.265879,0.534173,0.534173,2.146718,1.146718,0,0,0.146848,0.160103,1.507475,0.307964,6896718.62,6025615.84,0.167588,0.270147,0.425243,0.291684,0.708316,0.121302,0.137026,0.882422,0.125028,0.003238,0.150623,0.182592,0.013211,0.169501,0.160074,0.307964,0.607555,-0.10772,1.445012,0.445012,-0.070654,0.281879,0.562552,1.777614,0.124437,34.609603,0.855863,1.168412,0.090898,11.001357,10.070216,0.955165,1.046939,0
7761,3.286001,1.957228,0.06539,16353473.69,-49.559657,-0.214358,-18.658672,0.121583,0.126456,1.138412,0.138412,0,0,-0.068979,-0.17615,-0.159575,-0.080117,-4073052.96,-4058889.682,-0.069225,-0.076295,-0.075771,0.206141,0.793859,-0.11109,-0.107286,1.117218,0.227823,0.002129,0.30729,-0.097771,0.001578,0.013236,-0.105531,-0.080117,1.089944,-0.039731,0.925826,-0.074174,-0.099837,-0.114926,0.332405,3.008382,0.246289,82.50834,0.609062,1.641869,0.672322,1.487382,1.092403,1.524475,0.655963,0
7762,1.947852,1.465885,0.584926,13823527.54,-2.611727,-0.514215,-47.981994,0.462497,0.462497,1.860455,0.860455,0,0,-0.017547,-0.02498,-0.521396,-0.041867,-408200.12,-513139.6529,-0.012945,-0.026501,-0.028454,0.206058,0.793942,-0.060457,-0.015243,1.06088,0.171339,0.003357,0.251216,-0.011602,0.011994,0.008068,-0.008768,-0.041867,1.159375,-0.161089,1.443366,0.443366,0.229338,0.392274,0.131589,7.599447,0.150987,5.457302,0.610207,1.638788,0.029235,34.206029,14.893905,0.677348,1.476345,0
7763,4.18443285,3.540512051,1.152923659,48384488.05,-45.23125083,-0.107378497,-118.1836728,0.406456821,0.432192427,2.194531569,1.194518803,0.050695698,0.147190751,0.028917761,0.017878395,3.559029345,-0.074411655,12902613.71,10582609.3,0.038564422,-0.020100777,0.075066222,0.308878136,0.691468656,-0.240984208,-0.259684987,1.395153327,0.541562741,0.018993357,0.665643977,0.06469504,0.037133152,-0.111924352,-0.221803161,-0.06179446,1.070525289,-0.195930102,1.21963685,0.21963685,1.008515139,0.20129773,0.403035988,88.751197,0.322958746,46.106121,1.686880187,1.36705077,0.452008624,92.83275229,18.73326772,3.418450458,0.917678291,0
7764,5.425302,5.425302,2.946849,25471436.8,2205.815274,-1.909742,-5162.846536,0.181924,0.181924,1.22238,0.22238,0,0,0.111485,0.112886,9.783763,0.136195,4696401.3,3526726.221,0.148438,0.125273,0.320135,0.127187,0.872813,0.056084,0.042116,0.943916,0.050061,2.50E-05,0.06599,0.05974,0.002449,0.057908,0.05611,0.136885,0.942005,-0.131328,7.486743,6.486743,0.932614,1.100029,0.025588,39.081088,0,4.934689,0.373084,2.680364,0.004305,232.305405,203.382146,0.378001,2.645499,0
7765,1.973503,1.552753,0.099052,29319163.55,10.513223,-0.202876,-36.029483,0.494257,0.494683,1.977288,0.977288,0,0,0.028675,0.026544,1.903549,0.051196,1782886.84,1743550.891,0.029259,0.046204,0.059374,0.202013,0.797987,0.02075,0.027873,0.987377,0.123263,0.002996,0.156753,0.029853,0.031231,0.038465,0.031498,0.051196,0.979282,-0.107945,1.053958,0.053958,-0.162714,0.45048,0.652188,1.533299,0.22387,18.974191,1.05005,0.952336,0.014643,68.293558,37.787277,1.076514,0.928924,0
7766,4.18443285,3.540512051,1.152923659,48384488.05,3.531215,-0.107378497,5.619042,0.406456821,0.432192427,2.194531569,1.194518803,0.050695698,0.147190751,0.028917761,0.017878395,3.559029345,-0.074411655,10429677.89,7936955.942,0.038564422,-0.020100777,0.075066222,0.224872,0.775128,0.052558,0.062784,0.947442,0.090715,0.032594,0.14818,0.089355,0.000647,0.153801,0.115096,-0.06179446,1.008198,0.183147,1.21963685,0.21963685,1.008515139,0.20129773,0,88.751197,0,2.622231,1.686880187,1.36705077,0.452008624,92.83275229,18.73326772,3.418450458,0.917678291,0
7767,3.115629,2.000713,0.682428,40884765.1,16969.45935,0.414633,7547.674717,0.205205,0.210811,1.258186,0.258186,0.036543,0.081396,0.134855,0.247233,0.323694,0.169661,18015287.13,14886766.01,0.163194,0.163473,0.217912,0.609437,0.390563,0.242251,0.199993,0.790888,0.193957,1.40E-05,0.383642,0.312608,-0.004042,0.307897,0.242037,0.181076,1.132724,0.107653,1.245827,0.245827,0.028742,0.096285,0.05337,18.737272,0.28947,5.64392,0.808924,1.23621,0.617846,1.618527,1.483239,1.483124,0.674252,0
7768,1.491151,0.801823,0.001769,24077500.79,3.325733,-0.098617,-3.141224,0.666016,0.666016,2.994156,1.994156,0,0,0.054637,0.033961,4.940603,0.100987,5118454.04,3550008.826,0.069539,0.065871,0.313211,0.11144,0.88856,0.019645,0.015941,0.980355,0.034154,0.009882,0.089275,0.023505,8.10E-05,0.033583,0.032866,0.100987,1.061665,-0.031043,3.034739,2.034739,0.884035,0.390522,0.055238,18.103518,0.216985,1795.689534,0.469381,2.130465,0.003226,309.935146,307.990745,0.472628,2.115829,0
7769,0.940691,0.923024,0.07829,-418613.31,3.005519,0.14498,4.208714,0.429205,0.518171,1.751943,0.751943,0,0,0.036036,0.052634,0.050659,0.03723,730749.74,523716.4561,0.044437,0.042674,0.079327,0.32559,0.67441,0.001825,0.038486,0.998429,0.28752,0.026776,0.324732,0.053746,-0.014914,0.170181,0.080477,0.03723,1.281568,0.112694,1.03867,0.03867,2.869525,0.028754,0.537752,1.859592,0.013733,16.43232,0.731205,1.367605,0.759709,1.316293,0.92607,1.811038,0.55217,0
7770,0.82164,0.611914,0.100174,-12412008.38,3.992889,0.071793,2.091556,0.724264,0.762068,3.626657,2.626657,0.061583,-0.143666,0.087009,0.108183,0.241539,0.227644,9537672.63,8252417.103,0.096785,0.162059,0.367889,0.299378,0.700622,0.056362,0.074792,0.949094,0.144251,0.028882,0.23308,0.092578,0.001841,0.159723,0.115322,0.227644,0.738496,0.060408,1.294739,0.294739,0.164515,0.143699,0.348354,2.870642,0.176467,11.863984,0.691345,1.446457,0.309647,3.229481,1.999263,1.191529,0.839258,0
7771,3.879773,2.272681,0.095104,39472703.58,7.626582,-0.411243,-6.409304,0.301766,0.302911,1.432185,0.432185,0.090504,0.103869,0.106625,0.101775,1.019864,0.131361,6707427.26,6229106.754,0.113668,0.132733,0.206651,0.215814,0.784186,0.060389,0.05606,0.942794,0.109306,0.00911,0.14629,0.064876,0.008745,0.07864,0.069475,0.131361,0.992854,-0.058386,2.100698,1.100698,-0.13976,0.028688,0.285881,3.497956,0.228166,74.061295,0.550829,1.815447,0.054969,18.192213,16.561974,0.611208,1.636105,0
7772,1.288661,0.541931,0.011108,15060434.68,1.674636,0.146227,2.164326,0.651456,0.691647,2.869078,1.869078,0.319167,1.159772,0.053018,0.031867,0.087363,0.057505,5903034.75,5318450.73,0.055221,0.06851,0.108324,0.607338,0.392662,0.061551,0.045169,0.983513,0.212389,0.074312,0.57013,0.052071,0.007772,0.194764,0.124445,0.057505,1.016193,0.160835,1.112327,0.112327,-0.008262,0.0651,0.522453,1.914049,0.821327,81.84552,1.417397,0.705519,0.517021,1.934156,1.195875,2.253604,0.443734,0
7773,1.233225,1.210458,0.697404,755877777,-45.23125083,-0.120377,-118.1836728,0.786165,0.803628,4.676511,3.676511,0.00021,0.000245,0.028917761,0.022062,10.422899,0.100021,12902613.71,10582609.3,0.038564422,-0.020100777,0.075066222,0.308878136,0.691468656,-0.240984208,-0.259684987,0.699225,0.541562741,0.018993357,0.665643977,0.06469504,0.037133152,-0.111924352,-0.221803161,0.101787,1.070525289,-0.985141,1.180739,0.180739,-0.013249,0.017875,0.403035988,88.751197,0.322958746,46.106121,1.686880187,1.36705077,0.452008624,92.83275229,18.73326772,3.418450458,0.917678291,0
7774,2.378043,2.15323,0.739544,10260803.1,3.59373,0.131732,1.48958,0.39321,0.39321,1.648017,0.648017,0,0,0.111172,0.081704,3.139663,0.125906,2366415.07,2004472.774,0.124967,0.183214,0.243534,0.206318,0.793682,0.062175,0.05265,1.013522,0.166117,0.023964,0.217044,0.061497,-0.004297,0.092227,0.08612,0.134054,0.962498,0.035696,1.446484,0.446484,0.070076,0.216489,0.374659,2.669092,0.060919,4.990019,0.644397,1.551839,0.016769,59.633238,22.348395,0.689143,1.451078,0
7776,9.619991,7.646533,6.921946,18127758.19,-130.153615,3.07978,-173.580702,0.103215,0.103242,1.115094,0.115094,0,0,0.1671,0.170135,28.976784,0.188374,4856371.09,3415714.256,0.23835,0.186332,0.345626,0.75108,0.24892,0.38244,0.282224,0.61756,0.488334,-0.003059,0.485274,0.546529,-0.128123,0.399509,0.398199,0.188374,0.881927,0.531062,1.858798,0.858798,2.157752,0.641118,0.112169,8.915085,0.340293,0.837811,1.658824,0.602837,0.00974,102.672993,84.593832,1.670645,0.598571,0
7777,1.450074,1.048594,0.297444,181199578.4,-0.998344,-0.056803,3.12519,0.678731,0.686346,3.112653,2.112653,0.008202,0.008731,-0.003072,0.009401,9.511648,0.028686,7305450.47,2741754.993,0.012268,-0.00679,0.043383,0.113246,0.886754,0.009919,0.003727,0.992798,0.064917,-0.004969,0.100103,0.010062,0.002976,0.005131,0.004961,0.032835,0.990472,-0.015529,1.329583,0.329583,1.008515139,0.363744,0.052701,18.974953,0.10976,12.297435,0.396433,2.522494,0.000392,2552.293315,125.89674,0.404376,2.472946,0
